,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
555,4,31,5,2,0,15700.0,1276,1.389,48,0.778,0.081,0,6,1,5,0
4385,0,36,5,1,2,2537.0,1097,0.874,84,0.909,0.432,0,2,2,4,0
1163,2,42,5,3,2,21782.0,1006,0.654,35,0.591,0.046,1,2,1,3,0
1584,2,36,5,3,2,5965.0,688,0.673,58,1.071,0.115,1,0,2,2,0
6332,3,25,5,1,2,10305.0,1870,0.722,63,0.8,0.181,0,3,2,5,0
3643,3,38,4,6,4,26516.0,1434,0.472,76,0.551,0.054,0,3,1,5,0
6006,2,36,5,1,3,2763.0,1913,0.598,69,0.568,0.692,1,2,1,2,0
8968,1,35,2,1,3,3968.0,2264,1.098,118,0.815,0.571,1,3,1,4,0
8881,2,47,2,2,2,13769.0,0,1.058,53,0.395,0.0,1,0,2,3,0
8128,3,36,2,3,2,2999.0,1817,0.678,83,0.766,0.606,0,2,1,4,0
9391,2,36,1,1,1,4731.0,831,0.96,118,0.788,0.176,1,3,3,3,0
1598,4,24,6,1,2,16335.0,892,0.673,71,0.919,0.055,1,2,2,3,0
7386,3,40,6,4,2,1438.3,0,0.714,88,0.833,0.0,0,0,1,4,0
300,0,45,5,2,3,14938.0,2303,0.804,27,2.0,0.154,1,3,2,0,3
8517,0,42,1,2,0,13409.0,1168,0.625,82,0.745,0.087,1,6,2,2,0
9783,1,38,1,1,2,5189.0,1171,0.732,94,0.741,0.226,0,3,1,4,0
9217,2,41,2,2,3,7064.0,1234,0.955,103,0.585,0.175,1,2,0,2,0
9395,1,40,1,2,3,3944.0,1006,0.782,124,0.851,0.255,0,6,1,4,0
4775,3,46,4,1,4,2286.0,1641,0.947,89,0.712,0.718,0,3,2,5,0
6224,3,43,6,1,3,2157.0,1494,0.765,69,0.605,0.693,1,2,1,2,0
4459,2,38,6,3,1,2960.0,1853,0.949,63,0.853,0.626,0,5,1,5,0
2858,1,27,4,6,3,3647.0,1480,0.76,60,0.364,0.406,0,0,0,5,0
7226,2,37,1,3,3,4848.0,2517,0.651,53,0.828,0.519,0,4,2,5,0
9958,2,52,6,2,2,23362.0,1453,0.848,116,0.841,0.062,1,3,3,0,0
3142,3,51,5,4,5,7226.0,1689,0.83,67,0.763,0.234,0,4,2,1,0
1359,3,37,3,3,3,2247.0,1045,0.952,31,0.55,0.465,1,3,2,1,0
4661,0,32,4,2,3,1757.0,331,0.879,47,0.516,0.188,0,2,1,4,0
1935,1,33,5,4,3,19214.0,0,0.998,47,1.136,0.0,1,2,1,3,0
3205,0,31,3,5,2,33472.0,2517,0.633,70,0.667,0.075,1,3,2,3,0
5851,4,36,5,2,3,2128.0,528,0.525,41,0.414,0.248,0,2,1,4,0
486,3,33,5,3,2,9995.0,1713,0.96,38,0.462,0.171,0,2,2,1,0
9182,3,29,2,2,2,3152.0,1174,0.862,117,0.857,0.372,1,2,1,1,0
4472,1,54,4,1,4,13284.0,607,0.857,76,0.652,0.046,1,2,2,2,0
9848,0,23,6,2,4,4063.0,0,0.776,70,0.707,0.0,1,2,1,1,0
5354,3,22,4,2,4,3372.0,2517,0.729,72,0.756,0.746,0,0,2,4,0
5378,2,36,4,2,0,2572.0,1161,0.569,85,0.518,0.451,0,2,1,4,0
4222,1,46,3,3,2,1438.3,0,0.907,61,0.649,0.0,0,6,2,5,0
3337,2,36,3,1,2,2501.0,1845,0.668,65,0.806,0.738,0,4,0,4,0
7990,3,36,2,3,2,1817.0,0,0.583,44,0.833,0.0,0,3,3,4,0
1152,1,52,6,2,2,4999.0,2299,0.716,48,0.5,0.46,0,5,1,1,0
5538,3,40,4,1,3,2922.0,1212,0.662,70,0.591,0.415,0,5,1,4,0
9864,3,24,3,3,4,3727.0,995,0.743,101,0.656,0.267,0,2,0,4,0
3944,2,30,4,1,4,19595.0,610,0.582,65,0.585,0.031,0,2,2,5,0
8071,1,30,2,2,1,2232.0,1163,0.557,80,0.778,0.521,1,3,2,1,0
5013,4,39,4,2,4,33122.0,1587,0.475,63,0.75,0.048,1,2,1,2,3
4007,3,36,4,2,4,9191.0,1666,0.815,83,0.766,0.181,0,0,1,5,0
6372,4,30,3,3,2,14670.0,1900,0.806,83,0.766,0.13,1,3,3,2,0
9825,2,31,6,3,3,3297.0,1761,0.879,120,0.739,0.534,1,4,2,1,0
8376,4,36,1,1,3,3918.0,2070,0.76,69,0.643,0.528,0,5,2,1,0
7782,3,39,2,3,2,3157.0,965,0.928,58,0.568,0.306,0,5,0,1,0
7507,4,34,6,3,3,2168.0,1704,0.725,92,0.769,0.786,0,5,1,1,0
665,2,36,5,3,3,2407.0,843,1.008,28,0.4,0.35,1,3,1,3,0
6085,2,29,2,2,6,2547.0,1965,0.535,46,0.353,0.771,0,2,1,1,0
6615,3,38,5,1,1,6318.0,1397,0.517,86,0.755,0.221,1,6,2,2,0
9154,2,41,1,1,2,3108.0,1978,0.917,127,0.716,0.636,0,3,2,4,0
642,3,36,6,1,3,2936.0,2379,0.694,57,0.676,0.81,0,2,1,1,0
9362,3,42,1,2,3,3669.0,2517,0.83,112,0.836,0.686,0,6,1,4,0
176,3,42,2,1,2,26792.0,1836,1.432,47,0.88,0.069,1,5,1,3,0
6220,1,35,6,3,2,1766.0,0,0.779,87,0.673,0.0,0,3,3,1,0
10036,2,46,3,2,3,34516.0,1244,0.606,126,0.8,0.036,1,5,2,0,0
5508,4,39,3,1,0,1746.0,0,0.763,75,0.974,0.0,0,3,2,1,0
786,1,20,3,2,2,9956.0,1117,0.515,39,0.696,0.112,0,3,2,1,0
6867,4,33,3,3,1,2525.0,2217,0.763,69,0.568,0.878,0,6,2,4,0
9913,4,36,4,1,2,5056.0,1067,0.749,117,0.519,0.211,0,5,1,4,0
8734,5,38,1,2,3,6895.0,2314,0.84,85,0.604,0.336,1,6,1,2,0
3202,2,47,5,2,2,29695.0,1525,0.529,71,0.614,0.051,1,5,0,0,0
8632,2,36,3,3,1,25178.0,1803,0.767,87,0.582,0.072,1,1,0,3,0
9997,3,42,3,1,4,34516.0,0,0.838,102,0.759,0.0,1,3,1,2,1
8156,1,36,1,2,3,4255.0,1729,0.55,75,0.471,0.406,1,3,1,2,0
91,4,38,4,3,0,31302.0,1953,0.875,35,2.182,0.062,1,3,2,3,0
7146,3,44,4,2,3,16406.0,0,0.627,75,0.63,0.0,0,2,1,1,3
5896,1,40,3,3,0,2774.0,1362,0.866,91,0.685,0.491,0,2,1,4,0
9626,0,54,3,3,3,13035.0,1285,0.761,97,0.98,0.099,1,5,1,1,0
3614,3,34,4,2,0,28262.0,1483,0.668,66,0.61,0.052,1,3,2,3,0
1971,2,27,3,3,2,7776.0,831,1.007,87,0.891,0.107,1,2,2,2,0
2905,2,41,3,2,5,2492.0,1668,0.651,32,0.882,0.669,1,2,1,3,0
530,3,40,3,2,3,3117.0,1603,1.167,37,0.609,0.514,0,2,0,4,0
3855,1,31,5,3,4,10239.0,2224,0.545,40,1.105,0.217,1,2,1,3,0
996,1,43,3,1,2,4426.0,1530,0.518,34,0.214,0.346,1,5,1,1,0
5529,3,33,6,2,3,29638.0,857,0.481,78,0.696,0.029,0,2,0,5,0
8861,3,44,2,2,3,6455.0,1837,0.717,99,0.707,0.285,1,0,2,0,0
4511,0,55,5,0,2,18550.0,0,0.908,42,0.826,0.0,1,2,2,5,0
6435,3,28,6,2,2,2699.0,564,0.683,78,0.814,0.209,0,2,2,4,0
2312,0,51,4,3,1,2041.0,1885,0.587,48,0.778,0.924,0,5,1,4,0
2154,1,36,3,4,3,2703.0,1256,0.949,29,0.706,0.465,1,0,2,1,0
4372,2,40,6,3,3,5848.0,2517,0.561,32,0.28,0.43,0,2,1,4,0
1427,0,24,3,2,4,3827.0,1397,0.88,64,1.0,0.365,0,5,2,4,0
4731,0,51,3,3,3,11619.0,0,0.631,49,0.361,0.0,1,2,2,2,0
7459,5,31,3,3,6,3333.0,1867,0.947,50,0.282,0.56,0,6,1,1,0
6210,4,36,6,2,3,5877.0,1160,0.446,83,0.729,0.197,1,6,2,3,0
4217,3,30,2,2,3,5298.0,0,0.857,37,0.542,0.0,1,2,1,2,0
8640,2,48,2,2,2,8259.0,1182,0.822,88,0.544,0.143,0,0,2,4,0
3085,2,41,5,1,3,5659.0,1393,0.436,40,0.6,0.246,0,0,1,5,0
6802,0,36,5,4,2,3033.0,0,0.89,90,0.698,0.0,0,6,2,4,0
6535,1,53,5,6,2,7501.0,2517,0.663,49,0.531,0.336,0,6,2,4,0
7144,0,46,4,4,2,1590.0,0,0.556,73,1.086,0.0,1,3,1,2,0
4277,2,36,6,2,0,14418.0,0,1.043,68,0.7,0.0,1,3,2,3,0
5912,1,36,5,3,2,7075.0,1676,1.268,75,0.667,0.237,1,2,2,2,0
495,4,42,6,1,0,5738.0,1112,1.519,48,0.655,0.194,1,3,1,3,0
6202,2,44,5,2,3,1669.0,1000,0.717,69,0.971,0.599,0,5,1,4,0
2321,2,21,4,1,5,12763.0,2517,1.631,46,0.917,0.197,1,5,1,2,0
7401,3,38,5,1,3,1555.0,1366,0.704,86,0.755,0.878,0,2,2,4,0
8316,4,25,2,3,2,3379.0,587,0.67,80,0.702,0.174,0,5,1,5,0
151,1,56,5,2,3,13860.0,1652,1.255,32,1.909,0.119,1,2,1,5,0
4295,3,43,5,3,2,2884.0,1144,0.783,90,0.698,0.397,1,3,1,0,0
694,0,52,6,3,2,9050.0,1538,0.77,43,0.654,0.17,0,2,1,5,0
9710,1,36,2,3,1,7106.0,2031,0.746,124,0.746,0.286,0,3,0,4,0
5861,3,28,6,2,2,1709.0,0,0.685,79,0.975,0.0,0,2,2,4,0
1738,2,16,6,3,2,18278.0,0,0.798,61,1.103,0.0,1,5,2,2,0
3001,3,39,4,3,2,12222.0,1260,1.138,78,0.733,0.103,0,2,2,4,3
167,4,47,3,3,3,2822.0,2173,1.456,23,2.286,0.77,0,5,1,4,0
9289,3,36,2,2,3,6867.0,776,0.715,97,0.764,0.113,1,4,1,2,0
7216,2,25,2,3,4,12373.0,0,0.71,40,0.429,0.0,0,2,0,5,0
2865,2,34,4,2,0,9451.0,1280,0.681,79,0.975,0.135,1,2,1,2,0
8657,2,41,2,2,2,21325.0,2197,0.647,69,0.865,0.103,1,2,3,3,0
9656,0,36,3,2,3,8065.0,0,0.729,115,0.769,0.0,1,6,1,3,0
6060,1,36,3,1,1,2697.0,1410,0.925,58,0.706,0.523,0,2,1,4,0
2883,1,23,6,3,3,3107.0,2354,1.248,48,1.182,0.758,0,4,1,4,0
3031,1,36,4,2,2,2999.0,0,0.812,80,0.778,0.0,1,3,2,2,0
5944,3,30,5,2,2,3976.0,1789,0.931,75,0.829,0.45,0,1,1,4,0
8645,0,42,3,4,2,3749.0,1594,0.738,89,0.534,0.425,0,5,1,4,0
7411,2,36,3,1,3,13001.0,1482,0.552,55,0.528,0.114,1,3,2,0,0
9160,3,47,1,3,2,3733.0,1620,0.765,118,0.934,0.434,0,5,1,4,0
7659,2,41,5,1,3,2329.0,2290,0.533,76,0.767,0.983,0,6,2,4,0
9170,0,38,1,3,2,3599.0,0,0.738,110,0.594,0.0,1,5,1,2,0
2276,1,36,6,2,2,9433.0,1578,0.66,81,0.653,0.167,0,3,0,4,0
7229,2,37,4,3,3,8128.0,2344,0.788,80,1.051,0.288,0,2,2,5,0
5869,1,36,4,3,2,1936.0,1101,0.984,70,0.892,0.569,0,2,2,4,0
608,3,25,4,2,3,16434.0,2104,0.955,37,0.85,0.128,1,4,1,3,0
5447,2,32,6,3,4,2427.0,1581,0.694,69,0.816,0.651,0,3,0,4,0
9043,1,52,2,1,1,2177.0,1329,0.647,82,0.745,0.61,1,5,2,1,0
9229,3,32,2,2,3,3391.0,1359,0.662,107,0.646,0.401,0,2,2,4,0
428,3,43,4,1,1,13219.0,0,0.576,24,0.5,0.0,1,3,1,0,0
7268,2,38,4,3,3,1686.0,0,0.812,77,0.75,0.0,1,1,1,0,0
7263,3,44,4,4,2,34516.0,1073,0.558,86,0.755,0.031,1,0,2,0,3
4335,2,30,3,3,3,34516.0,0,0.688,51,0.645,0.0,1,2,2,3,0
426,2,36,5,3,3,13961.0,1299,0.842,20,0.667,0.093,1,5,2,2,0
2223,0,36,2,2,3,1438.3,978,0.773,33,0.571,0.68,0,1,2,4,0
100,3,43,4,4,0,23032.0,1960,0.619,22,1.0,0.085,0,0,2,5,0
10086,2,39,3,1,3,34516.0,1987,0.673,122,0.848,0.058,1,3,1,3,3
3509,0,35,4,1,3,9231.0,1642,0.416,68,0.659,0.178,0,6,2,1,0
2762,2,32,4,2,2,26222.0,1073,1.288,30,0.579,0.041,1,1,1,3,0
7467,3,36,3,1,3,1438.3,1183,0.841,65,0.667,0.822,0,5,1,4,0
4872,3,34,1,3,4,29715.0,0,0.399,39,0.345,0.0,1,3,3,3,0
5020,2,35,4,5,3,34516.0,668,0.894,77,0.791,0.019,1,6,1,0,1
9755,3,44,2,3,2,7659.0,1698,0.992,105,0.75,0.222,1,5,2,4,0
3286,4,36,6,3,4,7587.0,0,0.82,59,0.844,0.0,0,6,2,4,0
5858,1,36,3,3,4,14111.0,1034,0.505,64,0.684,0.073,1,3,3,3,0
8984,4,37,2,6,1,1838.0,1155,0.742,93,0.409,0.628,0,2,0,4,0
6414,3,36,5,2,1,1994.0,0,0.829,69,0.568,0.0,0,4,1,1,0
6245,3,49,3,3,3,1623.0,0,1.058,74,0.805,0.0,1,5,2,2,0
6742,2,46,3,5,2,2153.0,0,0.766,69,0.971,0.0,0,0,2,4,0
9355,2,36,1,2,3,3029.0,2267,0.842,113,0.823,0.748,0,3,2,4,0
8314,2,36,2,2,3,1874.0,994,0.713,78,0.857,0.53,0,3,2,4,0
1465,5,30,3,1,4,3578.0,0,0.759,36,0.44,0.0,0,3,1,5,0
5111,3,37,3,3,3,8376.0,1219,0.644,77,0.75,0.146,0,0,2,1,0
2234,4,26,4,3,1,16317.0,0,0.742,71,0.972,0.0,0,5,1,5,0
1744,1,36,5,2,3,1950.0,0,0.803,81,0.8,0.0,1,3,2,4,0
5884,2,45,6,3,2,1867.0,1478,0.727,70,0.707,0.792,1,4,1,3,0
7895,4,36,6,2,3,5557.0,2246,0.518,39,0.444,0.404,0,5,1,5,0
8489,3,30,2,3,2,2969.0,0,0.74,70,1.0,0.0,0,5,3,4,0
3532,3,34,6,6,3,2210.0,759,0.892,53,0.559,0.343,1,2,3,3,0
5921,1,46,4,3,3,2929.0,1287,0.497,67,0.595,0.439,0,5,3,1,0
5169,2,24,6,3,3,3095.0,2010,0.668,77,0.711,0.649,0,2,2,5,0
9354,3,36,1,2,2,3759.0,0,0.722,106,0.767,0.0,0,3,2,4,0
1983,2,36,6,2,2,2263.0,1188,0.84,47,0.382,0.525,1,6,1,3,0
7058,4,31,5,1,2,1640.0,888,0.715,73,0.872,0.541,0,3,1,4,0
5506,2,36,4,3,1,2713.0,1990,0.7,67,0.634,0.734,1,3,1,2,0
9543,2,36,4,3,3,24844.0,1273,0.437,75,0.974,0.051,1,2,1,3,0
2121,2,29,4,1,2,2818.0,1656,1.404,45,0.957,0.588,1,3,1,0,0
4176,1,31,3,1,1,17437.0,2225,0.814,51,0.594,0.128,1,6,0,1,3
3815,4,36,4,3,2,9595.0,509,0.625,72,0.5,0.053,0,6,2,1,0
4011,3,40,6,3,3,7540.0,773,0.688,58,0.706,0.103,0,3,1,4,0
9136,1,22,1,2,2,3711.0,1413,0.175,51,0.645,0.381,1,6,2,3,0
916,4,18,5,1,2,2930.0,2024,0.903,34,0.7,0.691,0,5,1,4,0
9519,3,37,1,3,1,3787.0,824,0.809,120,0.69,0.218,0,3,2,4,0
7457,3,28,4,2,1,1788.0,0,1.001,56,0.931,0.0,0,0,1,4,0
5224,2,40,3,1,1,34516.0,1871,0.356,75,0.364,0.054,1,5,1,0,0
3161,0,36,6,3,2,7108.0,600,0.813,68,0.619,0.084,1,2,2,5,0
3535,2,45,6,2,1,26729.0,1052,1.034,69,0.816,0.039,1,0,0,0,0
6624,1,39,5,1,1,2406.0,0,1.016,73,0.698,0.0,0,5,3,1,0
8627,3,36,3,3,2,9484.0,2451,0.637,95,0.508,0.258,0,3,1,4,0
6550,0,36,3,2,1,2242.0,888,0.661,81,0.558,0.396,0,3,3,4,0
7945,4,36,1,3,3,4688.0,0,0.593,89,0.745,0.0,0,4,2,1,0
1203,3,42,6,1,3,6085.0,930,1.307,59,0.967,0.153,1,2,1,2,0
3995,4,44,4,2,3,13911.0,2160,0.73,60,0.667,0.155,1,0,0,2,0
5095,2,15,3,3,4,9725.0,0,0.75,65,0.711,0.0,0,3,0,5,0
6739,3,44,6,3,4,1544.0,0,0.315,35,0.4,0.0,0,2,1,1,0
1926,2,36,6,3,4,2967.0,2129,1.075,59,0.788,0.718,0,0,1,4,0
3114,1,56,5,3,2,3071.0,2044,0.91,68,0.659,0.666,0,0,2,1,0
2641,3,34,5,1,0,3402.0,1813,0.653,28,0.647,0.533,0,2,1,4,0
5153,3,29,3,2,1,30997.0,2330,0.65,81,0.841,0.075,1,5,0,3,0
7567,4,23,3,2,2,2787.0,2053,0.76,76,0.551,0.737,0,3,2,4,0
8085,3,36,4,2,4,1522.0,0,0.482,36,0.8,0.0,0,5,1,4,0
2562,1,19,6,1,2,18951.0,1243,1.148,58,0.657,0.066,1,6,1,2,0
7819,4,36,3,1,2,2575.0,2136,0.722,83,0.886,0.83,0,0,2,1,0
2728,4,22,5,1,3,2563.0,1638,0.681,46,0.917,0.639,0,3,0,1,0
8019,2,44,1,2,3,3034.0,2033,0.642,90,0.731,0.67,0,2,1,4,0
4898,1,36,2,2,3,2905.0,2517,0.725,39,0.393,0.866,0,2,1,4,0
4382,3,31,2,4,1,13883.0,783,0.749,32,0.684,0.056,1,2,1,0,0
7909,3,36,1,2,2,2143.0,1479,0.708,77,0.75,0.69,0,1,1,4,0
6513,3,46,4,3,2,5162.0,984,0.842,72,0.895,0.191,0,4,2,1,0
2626,1,36,4,3,2,1438.3,890,1.143,48,1.4,0.619,1,2,3,1,0
4094,3,41,3,1,3,2488.0,2196,0.733,75,0.63,0.883,0,5,2,1,0
8362,3,36,2,6,2,4451.0,0,0.726,75,0.974,0.0,0,6,3,1,0
4742,4,43,5,1,2,3232.0,824,0.796,74,0.644,0.255,0,6,0,4,0
805,0,19,4,1,2,13632.0,1482,0.893,42,2.5,0.109,1,4,2,1,0
4766,3,31,3,3,4,13608.0,1190,0.553,76,0.767,0.087,0,3,1,4,3
3795,1,36,2,3,2,2886.0,0,0.587,50,0.429,0.0,0,2,2,4,0
9665,4,39,3,3,2,34516.0,289,0.95,76,1.054,0.008,1,6,1,3,0
4315,4,36,3,3,2,2502.0,1488,0.56,75,0.875,0.595,1,0,2,1,0
4032,2,32,6,6,0,1592.0,0,0.745,70,0.75,0.0,0,1,1,4,0
3782,3,34,3,2,2,13109.0,1375,0.742,73,0.553,0.105,0,2,2,4,3
5313,2,36,4,3,2,1848.0,0,0.906,33,0.435,0.0,0,3,1,1,0
1242,4,47,4,3,3,7345.0,1814,0.472,30,0.25,0.247,0,1,1,5,0
7142,4,36,3,1,1,1596.0,0,0.788,81,0.8,0.0,0,3,2,1,0
8373,2,27,1,3,3,3287.0,1697,0.711,77,1.026,0.516,0,6,2,5,0
5337,3,21,3,1,1,2272.0,604,0.987,75,0.974,0.266,0,2,1,4,0
547,1,47,4,2,3,1438.3,0,1.337,27,1.455,0.0,0,6,1,5,0
3022,2,43,3,1,3,20114.0,0,0.82,88,0.796,0.0,1,2,1,0,0
9799,0,36,1,2,3,3736.0,2209,0.98,118,0.662,0.591,0,5,3,5,0
6389,2,26,4,2,2,2586.0,835,0.721,73,0.825,0.323,0,5,2,4,0
26,1,46,4,1,2,14784.0,1374,0.921,23,1.3,0.093,1,3,3,1,0
5094,2,24,6,1,4,1669.0,0,0.698,59,0.788,0.0,1,0,1,3,0
4395,4,41,5,3,2,5239.0,1172,0.825,61,0.968,0.224,0,2,2,5,0
2508,1,36,6,4,4,14228.0,1953,0.651,51,0.645,0.137,0,3,1,5,0
1433,2,22,3,1,4,3023.0,1435,0.62,34,0.619,0.475,1,3,1,3,0
2582,1,36,5,1,3,4840.0,2517,0.445,22,1.0,0.52,0,2,1,4,0
1302,3,36,6,3,3,34516.0,1047,0.61,30,0.429,0.03,1,5,1,0,0
5981,1,45,3,3,2,4860.0,1772,0.561,80,0.86,0.365,0,0,2,4,0
9804,2,41,4,3,1,16453.0,1660,0.629,108,0.742,0.101,1,2,1,0,0
4139,3,39,6,1,3,9966.0,0,0.966,60,1.069,0.0,0,1,2,4,0
4475,1,44,3,2,2,11012.0,1328,0.617,86,0.654,0.121,0,0,2,5,0
1221,1,41,5,1,3,2885.0,1433,1.017,23,0.769,0.497,1,6,1,1,0
5133,3,41,6,1,4,11997.0,1424,0.749,80,0.86,0.119,1,2,1,3,0
2548,0,36,3,3,3,16766.0,1535,1.042,77,0.878,0.092,1,5,0,5,0
750,1,22,3,3,2,2642.0,2035,1.119,42,0.909,0.77,0,6,1,4,0
437,2,25,3,1,2,4789.0,1257,1.134,29,0.933,0.262,0,6,1,1,0
9852,1,46,3,1,1,21032.0,1409,0.767,105,0.81,0.067,1,2,2,3,0
3411,5,39,6,2,4,5455.0,1217,0.66,67,0.811,0.223,0,6,1,4,0
8578,1,38,1,2,1,3485.0,1465,0.653,87,1.023,0.42,0,4,1,1,0
2847,1,28,6,3,2,5260.0,1116,0.664,62,0.879,0.212,1,5,0,0,0
1173,1,36,3,2,3,3764.0,0,0.583,57,0.357,0.0,0,6,2,4,0
7704,1,29,3,3,3,8953.0,0,0.403,43,0.303,0.0,0,2,1,5,0
2699,4,28,5,1,2,2226.0,1607,0.656,62,1.0,0.722,0,3,2,4,0
9714,2,19,2,1,2,34516.0,796,0.841,75,0.667,0.023,1,5,1,0,3
6088,2,32,1,3,6,1789.0,0,0.637,49,0.581,0.0,1,5,1,2,0
6627,2,26,6,3,1,2240.0,1664,0.691,80,0.6,0.743,0,2,2,4,0
2481,2,36,3,3,2,2791.0,2160,0.825,56,0.6,0.774,0,6,2,4,0
8595,2,33,3,1,1,34496.0,1665,0.883,80,0.667,0.048,1,5,1,3,0
8552,3,38,1,2,3,3281.0,911,0.665,67,1.094,0.278,0,6,1,4,0
2706,2,36,3,1,1,34516.0,2435,0.732,34,0.619,0.071,1,6,1,3,0
4793,2,36,5,1,1,11314.0,0,0.674,70,0.628,0.0,0,2,2,1,0
326,1,36,3,2,2,6041.0,1355,0.685,49,0.581,0.224,1,5,1,0,0
1039,1,53,3,1,3,1438.3,0,0.699,31,0.409,0.0,0,4,1,4,0
2637,4,36,4,3,2,23124.0,1746,0.807,50,0.724,0.076,1,3,3,3,0
7745,2,41,2,1,2,10946.0,1912,0.362,58,0.45,0.175,0,5,1,1,0
2499,1,30,4,2,5,13005.0,2152,1.424,53,0.767,0.165,1,5,2,3,0
1004,0,56,4,1,4,3094.0,2266,0.724,37,0.321,0.732,0,2,1,4,0
2861,1,18,6,3,2,16604.0,1716,1.025,61,0.649,0.103,1,5,2,2,0
3233,2,36,5,2,4,5546.0,1829,0.673,46,1.0,0.33,0,2,1,4,0
1870,3,38,3,3,4,1652.0,812,0.548,47,0.516,0.492,0,6,0,4,0
4366,1,49,3,4,3,3292.0,0,0.482,54,0.636,0.0,0,5,2,4,0
5146,2,41,5,2,4,1438.3,814,0.675,72,0.5,0.566,0,5,2,4,0
8492,1,28,5,2,6,2069.0,0,0.656,55,0.667,0.0,0,5,3,5,0
6472,2,36,6,2,2,4953.0,991,0.342,67,0.489,0.2,0,3,1,4,0
534,2,39,1,2,3,1438.3,0,0.644,22,0.692,0.0,0,1,1,5,0
6595,2,28,6,3,3,18295.0,0,0.625,70,0.75,0.0,1,2,1,0,0
9760,1,26,2,3,2,6407.0,1130,0.756,93,0.603,0.176,1,3,2,3,0
7572,3,38,3,3,3,4694.0,0,0.582,56,1.24,0.0,1,0,3,3,0
585,2,37,6,2,1,1438.3,862,0.65,40,0.212,0.599,1,2,1,3,0
10040,3,36,4,3,3,5173.0,0,0.912,68,0.789,0.0,0,1,2,5,0
3035,0,54,3,1,2,5577.0,689,0.985,70,1.121,0.124,0,2,2,4,0
4554,3,37,5,1,3,2470.0,1961,0.802,78,0.733,0.794,0,2,1,4,0
2585,3,44,5,2,2,19063.0,1236,0.542,58,0.871,0.065,1,4,2,3,0
1703,3,36,4,3,2,5344.0,1582,0.537,36,1.0,0.296,1,3,2,2,0
4573,3,39,3,3,2,2644.0,2126,0.748,66,0.65,0.804,0,2,1,1,0
5728,3,30,5,1,2,1625.0,912,0.877,73,0.698,0.561,0,5,2,4,0
491,3,42,4,1,0,24480.0,1923,0.505,32,0.778,0.079,1,3,2,3,0
5196,2,41,6,2,2,4167.0,0,0.917,85,0.809,0.0,0,0,1,4,0
4477,3,31,4,2,3,18056.0,940,0.629,72,0.6,0.052,0,5,2,5,0
2836,2,21,6,3,4,6131.0,1270,0.913,93,0.824,0.207,0,6,2,4,0
2266,1,19,5,2,0,8744.0,1712,0.895,68,0.659,0.196,1,6,2,4,0
4914,2,41,6,3,4,6205.0,2233,0.662,64,0.684,0.36,1,0,2,2,0
4043,0,26,3,3,3,1469.0,0,0.915,89,0.935,0.0,0,2,0,5,0
6678,3,36,4,2,1,12618.0,1585,0.586,82,0.864,0.126,1,5,2,3,0
5905,2,29,4,1,2,2616.0,1786,0.876,63,0.75,0.683,0,3,1,4,0
7735,0,26,3,3,2,2991.0,1830,0.777,77,0.878,0.612,0,2,1,1,0
3548,4,36,5,3,3,28200.0,765,0.68,64,0.641,0.027,1,0,2,0,0
2900,2,34,3,3,1,19110.0,2449,1.0,76,0.727,0.128,1,6,2,3,0
819,2,39,6,2,2,1438.3,0,0.871,39,0.393,0.0,1,6,1,3,0
2944,2,22,4,3,3,34516.0,1263,0.603,65,0.806,0.037,1,2,2,3,3
1916,0,13,3,3,3,7102.0,0,0.537,41,0.281,0.0,1,2,2,2,0
3185,2,34,6,2,2,2196.0,1619,0.656,65,0.711,0.737,1,5,2,3,0
8652,4,30,3,3,1,27720.0,2414,0.752,89,0.589,0.087,1,4,1,3,0
5979,4,28,3,2,3,34516.0,825,0.616,52,0.733,0.024,1,2,1,3,3
7460,2,31,5,1,3,13745.0,0,0.53,61,0.605,0.0,0,2,1,5,0
4367,1,43,6,3,4,10797.0,1252,0.489,38,0.226,0.116,0,0,3,4,3
8277,4,40,1,2,2,7600.0,1574,0.605,67,0.396,0.207,0,5,2,5,0
1133,3,36,4,3,2,34516.0,2517,0.697,48,0.846,0.073,1,1,0,0,0
9581,2,31,2,1,3,34516.0,1356,0.71,104,0.825,0.039,1,2,1,3,3
8678,3,31,2,3,2,15987.0,1766,0.791,94,0.679,0.11,0,2,2,4,1
2518,1,43,3,1,1,4760.0,0,0.564,20,0.538,0.0,0,5,1,1,0
397,3,39,3,3,1,24850.0,1662,0.693,25,0.923,0.067,1,0,3,3,0
1317,2,36,5,3,3,3329.0,1092,1.466,33,0.833,0.328,1,3,1,0,0
4411,3,42,4,3,3,9727.0,1626,1.006,62,0.676,0.167,1,5,1,3,0
121,1,36,4,1,0,3174.0,1951,0.766,29,0.611,0.615,0,1,1,4,0
2449,2,18,3,3,2,5779.0,2517,1.201,32,1.133,0.436,0,0,1,4,0
